1.000000000000000000e+02
1.250000000000000000e+02
1.600000000000000000e+02
2.000000000000000000e+02
2.500000000000000000e+02
3.150000000000000000e+02
4.000000000000000000e+02
5.000000000000000000e+02
6.300000000000000000e+02
8.000000000000000000e+02
1.000000000000000000e+03
1.250000000000000000e+03
